Chakana sotuvchi,Sotuvchi ID,Hisob-faktura sanasi,Hudud,Viloyat,Shahar,Mahsulot,Birlik narxi (so'm),Sotilgan birlik,Jami savdo (so'm),Operatsion foyda (so'm),Operatsion marja,Sotuv usuli
ActiveGear,1128299,2021-01-21,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun sport poyabzali,746350,188,140313800,57528658,0.41,Onlayn
ActiveGear,1128299,2021-01-22,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar kiyimi,872850,188,164095800,100098438,0.61,Onlayn
ActiveGear,1128299,2021-01-23,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar kiyimi,961400,181,174013400,43503350,0.25,Onlayn
ActiveGear,1128299,2021-01-24,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun kundalik poyabzal,645150,241,155481150,65302083,0.42,Onlayn
ActiveGear,1128299,2021-01-25,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun sport poyabzali,708400,268,189851200,53158336,0.28,Onlayn
ActiveGear,1128299,2021-01-26,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun kundalik poyabzal,657800,225,148005000,59202000,0.4,Onlayn
ActiveGear,1128299,2021-01-27,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun sport poyabzali,670450,203,136101350,47635472,0.35,Onlayn
ActiveGear,1128299,2021-01-28,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar kiyimi,796950,218,173735100,100766358,0.5800000000000001,Onlayn
ActiveGear,1128299,2021-01-29,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar kiyimi,822250,217,178428250,42822780,0.24,Onlayn
ActiveGear,1128299,2021-01-30,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun kundalik poyabzal,645150,236,152255400,68514930,0.4500000000000001,Onlayn
ActiveGear,1128299,2021-01-31,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun sport poyabzali,746350,219,163450650,47400689,0.29,Onlayn
ActiveGear,1128299,2021-02-01,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun kundalik poyabzal,632500,182,115115000,48348300,0.42,Onlayn
ActiveGear,1128299,2021-02-02,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun sport poyabzali,645150,203,130965450,47147562,0.36,Onlayn
ActiveGear,1128299,2021-02-03,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar kiyimi,746350,182,135835700,78784706,0.5800000000000001,Onlayn
ActiveGear,1128299,2021-02-04,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar kiyimi,796950,196,156202200,35926506,0.23,Onlayn
ActiveGear,1128299,2021-02-05,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun kundalik poyabzal,657800,263,173001400,76120616,0.4400000000000001,Onlayn
ActiveGear,1128299,2021-02-06,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun sport poyabzali,733700,236,173153200,43288300,0.25,Onlayn
ActiveGear,1128299,2021-02-07,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun kundalik poyabzal,632500,210,132825000,53130000,0.4,Onlayn
ActiveGear,1128299,2021-02-08,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun sport poyabzali,670450,210,140794500,56317800,0.4,Onlayn
ActiveGear,1128299,2021-02-09,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar kiyimi,796950,163,129902850,74044625,0.5700000000000001,Onlayn
ActiveGear,1128299,2021-02-10,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar kiyimi,847550,202,171205100,35953071,0.21,Onlayn
ActiveGear,1128299,2021-02-11,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun kundalik poyabzal,645150,293,189028950,75611580,0.4,Onlayn
ActiveGear,1128299,2021-02-12,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun sport poyabzali,733700,273,200300100,54081027,0.27,Onlayn
ActiveGear,1128299,2021-02-13,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun kundalik poyabzal,657800,233,153267400,61306960,0.4,Onlayn
ActiveGear,1128299,2021-02-14,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun sport poyabzali,645150,194,125159100,50063640,0.4,Onlayn
ActiveGear,1128299,2021-02-15,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar kiyimi,746350,175,130611250,78366750,0.6000000000000001,Onlayn
ActiveGear,1128299,2021-02-16,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar kiyimi,847550,208,176290400,40546792,0.23,Onlayn
FashionPoint,1189833,2021-02-17,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun kundalik poyabzal,404800,203,82174400,41908944,0.51,Onlayn
FashionPoint,1189833,2021-02-18,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun sport poyabzali,518650,196,101655400,36595944,0.36,Onlayn
FashionPoint,1189833,2021-03-09,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun kundalik poyabzal,518650,189,98024850,50972922,0.52,Onlayn
FashionPoint,1189833,2021-03-10,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun sport poyabzali,518650,160,82984000,40662160,0.49,Onlayn
FashionPoint,1189833,2021-03-11,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,619850,145,89878250,59319645,0.66,Onlayn
FashionPoint,1189833,2021-03-12,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,518650,182,94394300,29262233,0.31,Onlayn
FashionPoint,1189833,2021-03-13,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,430100,225,96772500,51289425,0.53,Onlayn
FashionPoint,1189833,2021-03-14,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,543950,195,106070250,42428100,0.4,Onlayn
FashionPoint,1189833,2021-03-15,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,556600,169,94065400,47032700,0.5,Onlayn
FashionPoint,1189833,2021-03-16,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,518650,152,78834800,38629052,0.49,Onlayn
FashionPoint,1189833,2021-03-17,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,581900,113,65754700,44713196,0.68,Onlayn
FashionPoint,1189833,2021-03-18,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,518650,176,91282400,27384720,0.3,Onlayn
FashionPoint,1189833,2021-03-19,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,404800,216,87436800,43718400,0.5,Onlayn
FashionPoint,1189833,2021-03-20,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,518650,195,101136750,35397862,0.35,Onlayn
FashionPoint,1189833,2021-03-21,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,531300,169,89789700,49384335,0.55,Onlayn
FashionPoint,1189833,2021-03-22,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,518650,154,79872100,35942445,0.45,Onlayn
FashionPoint,1189833,2021-03-23,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,581900,106,61681400,41943352,0.68,Onlayn
FashionPoint,1189833,2021-04-06,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,518650,188,97506200,34127170,0.35,Onlayn
FashionPoint,1189833,2021-04-07,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,543950,240,130548000,65274000,0.5,Onlayn
FashionPoint,1189833,2021-04-08,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,619850,156,96696600,34810776,0.36,Onlayn
FashionPoint,1189833,2021-04-09,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,619850,175,108473750,59660562,0.55,Onlayn
FashionPoint,1189833,2021-04-10,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,543950,152,82680400,40513396,0.49,Onlayn
FashionPoint,1189833,2021-04-11,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,619850,119,73762150,48683019,0.66,Onlayn
FashionPoint,1189833,2021-04-12,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,784300,174,136468200,45034506,0.33,Onlayn
FashionPoint,1189833,2021-04-13,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,518650,208,107879200,56097184,0.52,Onlayn
FashionPoint,1189833,2021-04-14,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,594550,169,100478950,35167632,0.35,Onlayn
FashionPoint,1189833,2021-04-15,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,569250,163,92787750,48249630,0.52,Onlayn
FashionPoint,1189833,2021-04-16,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,518650,154,79872100,38338608,0.48,Onlayn
FashionPoint,1189833,2021-04-17,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,569250,131,74571750,48471638,0.65,Onlayn
FashionPoint,1189833,2021-04-18,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,809600,181,146537600,45426656,0.31,Onlayn
FashionPoint,1189833,2021-04-19,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,556600,270,150282000,82655100,0.55,Onlayn
FashionPoint,1189833,2021-04-20,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,594550,225,133773750,46820812,0.35,Onlayn
FashionPoint,1189833,2021-04-21,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,607200,203,123261600,67793880,0.55,Onlayn
FashionPoint,1189833,2021-04-22,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,556600,175,97405000,46754400,0.48,Onlayn
FashionPoint,1189833,2021-04-23,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,569250,125,71156250,49097813,0.6900000000000001,Onlayn
FashionPoint,1189833,2021-04-24,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,759000,200,151800000,47058000,0.31,Onlayn
FashionPoint,1189833,2021-04-25,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,518650,238,123438700,62953737,0.51,Onlayn
FashionPoint,1189833,2021-04-26,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,581900,216,125690400,47762352,0.38,Onlayn
FashionPoint,1189833,2021-04-27,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,594550,218,129611900,67398188,0.52,Onlayn
FashionPoint,1189833,2021-04-28,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,556600,189,105197400,50494752,0.48,Onlayn
FashionPoint,1189833,2021-04-29,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,581900,189,109979100,72586206,0.66,Onlayn
FashionPoint,1189833,2021-04-30,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,746350,203,151509050,45452715,0.3,Onlayn
FashionPoint,1189833,2021-05-01,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,594550,252,149826600,77909832,0.52,Onlayn
FashionPoint,1189833,2021-05-02,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,645150,221,142578150,57031260,0.4,Onlayn
FashionPoint,1189833,2021-05-03,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,607200,218,132369600,67508496,0.51,Onlayn
FashionPoint,1189833,2021-05-04,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,594550,169,100478950,48229896,0.48,Onlayn
FashionPoint,1189833,2021-05-05,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,733700,182,133533400,89467378,0.67,Onlayn
FashionPoint,1189833,2021-05-06,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,771650,189,145841850,51044647,0.35,Onlayn
FashionPoint,1189833,2021-05-07,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,594550,213,126639150,68385141,0.54,Onlayn
FashionPoint,1189833,2021-05-08,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,632500,247,156227500,57804175,0.37,Onlayn
FashionPoint,1189833,2021-05-09,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,581900,196,114052400,57026200,0.5,Onlayn
FashionPoint,1189833,2021-05-10,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,581900,176,102414400,51207200,0.5,Onlayn
FashionPoint,1189833,2021-05-11,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,733700,163,119593100,80127377,0.67,Onlayn
FashionPoint,1189833,2021-05-12,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,746350,189,141060150,43728646,0.31,Onlayn
FashionPoint,1189833,2021-05-13,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,619850,224,138846400,69423200,0.5,Onlayn
FashionPoint,1189833,2021-05-14,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,645150,232,149674800,53882928,0.36,Onlayn
FashionPoint,1189833,2021-05-15,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,619850,176,109093600,55637736,0.51,Onlayn
FashionPoint,1189833,2021-05-16,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,607200,175,106260000,47817000,0.45,Onlayn
FashionPoint,1189833,2021-05-17,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,708400,174,123261600,83817888,0.68,Onlayn
FashionPoint,1189833,2021-05-18,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,784300,176,138036800,48312880,0.35,Onlayn
FashionPoint,1189833,2021-05-19,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,619850,231,143185350,71592675,0.5,Onlayn
FashionPoint,1189833,2021-05-20,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,683100,215,146866500,55809270,0.38,Onlayn
FashionPoint,1189833,2021-05-21,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,594550,169,100478950,50239475,0.5,Onlayn
FashionPoint,1189833,2021-05-22,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,594550,176,104640800,47088360,0.45,Onlayn
FashionPoint,1189833,2021-05-23,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,695750,174,121060500,83531745,0.6900000000000001,Onlayn
FashionPoint,1189833,2021-05-24,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,746350,189,141060150,47960451,0.34,Onlayn
FashionPoint,1189833,2021-05-25,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,619850,225,139466250,71127788,0.51,Onlayn
FashionPoint,1189833,2021-05-26,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,632500,243,153697500,58405050,0.38,Onlayn
FashionPoint,1189833,2021-05-27,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,581900,182,105905800,57189132,0.54,Onlayn
FashionPoint,1189833,2021-05-28,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,619850,210,130168500,65084250,0.5,Onlayn
FashionPoint,1189833,2021-05-29,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar kiyimi,695750,156,108537000,70549050,0.65,Onlayn
FashionPoint,1189833,2021-05-30,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar kiyimi,746350,196,146284600,51199610,0.35,Onlayn
SneakerPro,1185732,2021-05-31,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun kundalik poyabzal,556600,124,69018400,35889568,0.52,Onlayn
SneakerPro,1185732,2021-06-01,G'arbiy hudud,Xorazm viloyati,Xiva,Erkaklar uchun sport poyabzali,518650,77,39936050,18370583,0.46,Onlayn
SneakerPro,1185732,2021-06-02,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun kundalik poyabzal,404800,83,33598400,15791248,0.47,Onlayn
SneakerPro,1185732,2021-06-03,G'arbiy hudud,Xorazm viloyati,Xiva,Ayollar uchun sport poyabzali,468050,34,15913700,8275124,0.52,Onlayn
SneakerPro,1185732,2021-06-04,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar kiyimi,670450,47,31511150,15440463,0.49,Onlayn
SneakerPro,1185732,2021-06-05,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar kiyimi,518650,69,35786850,21472110,0.6,Onlayn
SneakerPro,1185732,2021-06-06,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar uchun kundalik poyabzal,556600,158,87942800,44850828,0.51,Onlayn
SneakerPro,1185732,2021-06-07,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar uchun sport poyabzali,543950,51,27741450,13038482,0.47,Onlayn
SneakerPro,1185732,2021-06-08,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar uchun kundalik poyabzal,404800,61,24692800,11358688,0.46,Onlayn
SneakerPro,1185732,2021-06-09,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar uchun sport poyabzali,493350,28,13813800,7321314,0.53,Onlayn
SneakerPro,1185732,2021-06-10,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar kiyimi,632500,44,27830000,13080100,0.47,Onlayn
SneakerPro,1185732,2021-06-11,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar kiyimi,543950,77,41884150,27224698,0.65,Onlayn
SneakerPro,1185732,2021-06-12,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar uchun kundalik poyabzal,594550,144,85615200,47088360,0.55,Onlayn
SneakerPro,1185732,2021-06-13,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar uchun sport poyabzali,581900,60,34914000,16758720,0.48,Onlayn
SneakerPro,1185732,2021-06-14,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar uchun kundalik poyabzal,468050,68,31827400,14322330,0.45,Onlayn
SneakerPro,1185732,2021-06-15,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar uchun sport poyabzali,518650,19,9854350,5222806,0.53,Onlayn
SneakerPro,1185732,2021-06-16,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar kiyimi,708400,38,26919200,12652024,0.47,Onlayn
SneakerPro,1185732,2021-06-17,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar kiyimi,569250,63,35862750,22593532,0.63,Onlayn
SneakerPro,1185732,2021-06-18,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar uchun kundalik poyabzal,607200,122,74078400,38520768,0.52,Onlayn
SneakerPro,1185732,2021-06-19,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar uchun sport poyabzali,607200,44,26716800,12289728,0.46,Onlayn
SneakerPro,1185732,2021-06-20,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar uchun kundalik poyabzal,455400,42,19126800,9180864,0.48,Onlayn
SneakerPro,1185732,2021-06-21,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar uchun sport poyabzali,556600,20,11132000,5566000,0.5,Onlayn
SneakerPro,1185732,2021-06-22,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar kiyimi,683100,28,19126800,8989596,0.47,Onlayn
SneakerPro,1185732,2021-06-23,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar kiyimi,619850,65,40290250,24174150,0.6,Onlayn
SneakerPro,1185732,2021-06-24,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar uchun kundalik poyabzal,733700,134,98315800,53090532,0.54,Onlayn
SneakerPro,1185732,2021-06-25,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar uchun sport poyabzali,670450,54,36204300,16291935,0.45,Onlayn
SneakerPro,1185732,2021-06-26,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar uchun kundalik poyabzal,619850,44,27273400,12545764,0.46,Onlayn
SneakerPro,1185732,2021-06-27,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar uchun sport poyabzali,607200,28,17001600,9010848,0.53,Onlayn
SneakerPro,1185732,2021-06-28,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar kiyimi,746350,35,26122250,12016235,0.46,Onlayn
SneakerPro,1185732,2021-06-29,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar kiyimi,809600,63,51004800,30602880,0.6,Onlayn
SneakerPro,1185732,2021-06-30,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar uchun kundalik poyabzal,581900,135,78556500,43206075,0.55,Onlayn
SneakerPro,1185732,2021-07-01,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar uchun sport poyabzali,543950,63,34268850,15420982,0.45,Onlayn
SneakerPro,1185732,2021-07-02,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar uchun kundalik poyabzal,493350,54,26640900,11988405,0.45,Onlayn
SneakerPro,1185732,2021-07-03,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar uchun sport poyabzali,480700,47,22592900,11974237,0.53,Onlayn
SneakerPro,1185732,2021-07-04,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar kiyimi,581900,51,29676900,14838450,0.5,Onlayn
SneakerPro,1185732,2021-07-05,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar kiyimi,645150,105,67740750,42676672,0.63,Onlayn
SneakerPro,1185732,2021-07-06,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar uchun kundalik poyabzal,594550,161,95722550,49775726,0.52,Onlayn
SneakerPro,1185732,2021-07-07,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar uchun sport poyabzali,543950,81,44059950,19826978,0.45,Onlayn
SneakerPro,1185732,2021-07-08,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar uchun kundalik poyabzal,455400,65,29601000,13320450,0.45,Onlayn
SneakerPro,1185732,2021-07-09,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar uchun sport poyabzali,493350,50,24667500,13320450,0.54,Onlayn
SneakerPro,1185732,2021-07-10,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar kiyimi,594550,56,33294800,15315608,0.46,Onlayn
SneakerPro,1185732,2021-07-11,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar kiyimi,683100,120,81972000,50002920,0.61,Onlayn
SneakerPro,1185732,2021-07-12,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar uchun kundalik poyabzal,619850,149,92357650,47102402,0.51,Onlayn
SneakerPro,1185732,2021-07-13,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar uchun sport poyabzali,518650,94,48753100,22426426,0.46,Onlayn
SneakerPro,1185732,2021-07-14,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar uchun kundalik poyabzal,480700,75,36052500,17665725,0.49,Onlayn
SneakerPro,1185732,2021-07-15,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar uchun sport poyabzali,468050,63,29487150,14743575,0.5,Onlayn
SneakerPro,1185732,2021-07-16,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar kiyimi,619850,50,30992500,15496250,0.5,Onlayn
SneakerPro,1185732,2021-07-17,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar kiyimi,632500,94,59455000,38645750,0.65,Onlayn
SneakerPro,1185732,2021-07-18,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar uchun kundalik poyabzal,594550,135,80264250,40132125,0.5,Onlayn
SneakerPro,1185732,2021-07-19,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar uchun sport poyabzali,518650,84,43566600,21347634,0.49,Onlayn
SneakerPro,1185732,2021-07-20,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar uchun kundalik poyabzal,455400,60,27324000,12842280,0.47,Onlayn
SneakerPro,1185732,2021-07-21,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar uchun sport poyabzali,455400,44,20037600,10619928,0.53,Onlayn
SneakerPro,1185732,2021-07-22,Farg'ona vodiysi,Andijon viloyati,Andijon,Erkaklar kiyimi,619850,49,30372650,13971419,0.46,Onlayn
SneakerPro,1185732,2021-07-23,Farg'ona vodiysi,Andijon viloyati,Andijon,Ayollar kiyimi,670450,73,48942850,31323424,0.64,Onlayn
